entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,is_exogenous,family_key,display_name,merged_from,complex_type,is_virtual,components,critical_components,assembly_condition,notes
molecule.C16397,small_molecule,"2,6-Diamino-4-nitrotoluene","2,6-Diamino-4-nitrotoluene",low,absent|low|medium|high,"KEGG compound: 2,6-Diamino-4-nitrotoluene",,,KEGG,C16397,KEGG:C16397,false,true,sm:kegg:c16397,"2,6-Diamino-4-nitrotoluene",molecule.C16397,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16398,small_molecule,2-Amino-4-nitrotoluene,2-Amino-4-nitrotoluene; 5-Nitro-o-toluidine,low,absent|low|medium|high,KEGG compound: 2-Amino-4-nitrotoluene; 5-Nitro-o-toluidine,,,KEGG,C16398,KEGG:C16398,false,true,sm:kegg:c16398,2-Amino-4-nitrotoluene,molecule.C16398,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16399,small_molecule,"2,4-Diamino-6-hydroxylaminotoluene","2,4-Diamino-6-hydroxylaminotoluene",low,absent|low|medium|high,"KEGG compound: 2,4-Diamino-6-hydroxylaminotoluene",,,KEGG,C16399,KEGG:C16399,false,true,sm:kegg:c16399,"2,4-Diamino-6-hydroxylaminotoluene",molecule.C16399,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16400,small_molecule,"2,4,6-Triaminotoluene","2,4,6-Triaminotoluene",low,absent|low|medium|high,"KEGG compound: 2,4,6-Triaminotoluene",,,KEGG,C16400,KEGG:C16400,false,true,sm:kegg:c16400,"2,4,6-Triaminotoluene",molecule.C16400,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16401,small_molecule,"2,4,6-Trihydroxytoluene","2,4,6-Trihydroxytoluene; 2-Methylphloroglucinol",low,absent|low|medium|high,"KEGG compound: 2,4,6-Trihydroxytoluene; 2-Methylphloroglucinol",,,KEGG,C16401,KEGG:C16401,false,true,sm:kegg:c16401,"2,4,6-Trihydroxytoluene",molecule.C16401,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16402,small_molecule,"2,4-Dihydroxylamino-6-nitrotoluene","2,4-Dihydroxylamino-6-nitrotoluene",low,absent|low|medium|high,"KEGG compound: 2,4-Dihydroxylamino-6-nitrotoluene",,,KEGG,C16402,KEGG:C16402,false,true,sm:kegg:c16402,"2,4-Dihydroxylamino-6-nitrotoluene",molecule.C16402,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16403,small_molecule,4-Amino-2-hydroxylamino-6-nitrotoluene,4-Amino-2-hydroxylamino-6-nitrotoluene,low,absent|low|medium|high,KEGG compound: 4-Amino-2-hydroxylamino-6-nitrotoluene,,,KEGG,C16403,KEGG:C16403,false,true,sm:kegg:c16403,4-Amino-2-hydroxylamino-6-nitrotoluene,molecule.C16403,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16411,small_molecule,"4,4',6,6'-Tetranitro-2,2'-azoxytoluene","4,4',6,6'-Tetranitro-2,2'-azoxytoluene",low,absent|low|medium|high,"KEGG compound: 4,4',6,6'-Tetranitro-2,2'-azoxytoluene",,,KEGG,C16411,KEGG:C16411,false,true,sm:kegg:c16411,"4,4',6,6'-Tetranitro-2,2'-azoxytoluene",molecule.C16411,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16412,small_molecule,"2,4',6,6'-Tetranitro-2',4-azoxytoluene","2,4',6,6'-Tetranitro-2',4-azoxytoluene",low,absent|low|medium|high,"KEGG compound: 2,4',6,6'-Tetranitro-2',4-azoxytoluene",,,KEGG,C16412,KEGG:C16412,false,true,sm:kegg:c16412,"2,4',6,6'-Tetranitro-2',4-azoxytoluene",molecule.C16412,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16413,small_molecule,"2,2',6,6'-Tetranitro-4,4'-azoxytoluene","2,2',6,6'-Tetranitro-4,4'-azoxytoluene",low,absent|low|medium|high,"KEGG compound: 2,2',6,6'-Tetranitro-4,4'-azoxytoluene",,,KEGG,C16413,KEGG:C16413,false,true,sm:kegg:c16413,"2,2',6,6'-Tetranitro-4,4'-azoxytoluene",molecule.C16413,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16414,small_molecule,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene; 4-Amino-6-hydroxylamino-3-methyl-2-nitrophenol,low,absent|low|medium|high,KEGG compound: 2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene; 4-Amino-6-hydroxylamino-3-methyl-2-nitrophenol,,,KEGG,C16414,KEGG:C16414,false,true,sm:kegg:c16414,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene,molecule.C16414,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16420,small_molecule,4-Acetamido-2-amino-6-nitrotoluene,4-Acetamido-2-amino-6-nitrotoluene,low,absent|low|medium|high,KEGG compound: 4-Acetamido-2-amino-6-nitrotoluene,,,KEGG,C16420,KEGG:C16420,false,true,sm:kegg:c16420,4-Acetamido-2-amino-6-nitrotoluene,molecule.C16420,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16432,small_molecule,5-Hydroxyectoine,5-Hydroxyectoine,low,absent|low|medium|high,KEGG compound: 5-Hydroxyectoine,,,KEGG,C16432,KEGG:C16432,false,true,sm:kegg:c16432,5-Hydroxyectoine,molecule.C16432,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16461,small_molecule,Geranic acid,"Geranic acid; 3,7-Dimethylocta-2,6-dienoate; Geranate; 3,7-Dimethylocta-2,6-dienoic acid",low,absent|low|medium|high,"KEGG compound: Geranic acid; 3,7-Dimethylocta-2,6-dienoate; Geranate; 3,7-Dimethylocta-2,6-dienoic acid",,,KEGG,C16461,KEGG:C16461,false,true,sm:kegg:c16461,Geranic acid,molecule.C16461,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16462,small_molecule,Citronellate,"Citronellate; Citronellic acid; 3,7-Dimethyl-6-octenoic acid",low,absent|low|medium|high,"KEGG compound: Citronellate; Citronellic acid; 3,7-Dimethyl-6-octenoic acid",,,KEGG,C16462,KEGG:C16462,false,true,sm:kegg:c16462,Citronellate,molecule.C16462,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16472,small_molecule,3-Fluorocatechol,3-Fluorocatechol,low,absent|low|medium|high,KEGG compound: 3-Fluorocatechol,,,KEGG,C16472,KEGG:C16472,false,true,sm:kegg:c16472,3-Fluorocatechol,molecule.C16472,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16473,small_molecule,4-Fluorocatechol,4-Fluorocatechol,low,absent|low|medium|high,KEGG compound: 4-Fluorocatechol,,,KEGG,C16473,KEGG:C16473,false,true,sm:kegg:c16473,4-Fluorocatechol,molecule.C16473,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16474,small_molecule,"3-Fluoro-cis,cis-muconate","3-Fluoro-cis,cis-muconate",low,absent|low|medium|high,"KEGG compound: 3-Fluoro-cis,cis-muconate",,,KEGG,C16474,KEGG:C16474,false,true,sm:kegg:c16474,"3-Fluoro-cis,cis-muconate",molecule.C16474,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16475,small_molecule,"2-Fluoro-cis,cis-muconate","2-Fluoro-cis,cis-muconate",low,absent|low|medium|high,"KEGG compound: 2-Fluoro-cis,cis-muconate",,,KEGG,C16475,KEGG:C16475,false,true,sm:kegg:c16475,"2-Fluoro-cis,cis-muconate",molecule.C16475,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16476,small_molecule,4-Fluoromuconolactone,4-Fluoromuconolactone,low,absent|low|medium|high,KEGG compound: 4-Fluoromuconolactone,,,KEGG,C16476,KEGG:C16476,false,true,sm:kegg:c16476,4-Fluoromuconolactone,molecule.C16476,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16477,small_molecule,5-Fluoromuconolactone,5-Fluoromuconolactone,low,absent|low|medium|high,KEGG compound: 5-Fluoromuconolactone,,,KEGG,C16477,KEGG:C16477,false,true,sm:kegg:c16477,5-Fluoromuconolactone,molecule.C16477,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16478,small_molecule,"3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate","3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",low,absent|low|medium|high,"KEGG compound: 3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",,,KEGG,C16478,KEGG:C16478,false,true,sm:kegg:c16478,"3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",molecule.C16478,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16479,small_molecule,"5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate","5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",low,absent|low|medium|high,"KEGG compound: 5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",,,KEGG,C16479,KEGG:C16479,false,true,sm:kegg:c16479,"5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",molecule.C16479,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16480,small_molecule,"4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate","4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",low,absent|low|medium|high,"KEGG compound: 4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",,,KEGG,C16480,KEGG:C16480,false,true,sm:kegg:c16480,"4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",molecule.C16480,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16481,small_molecule,"6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate","6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",low,absent|low|medium|high,"KEGG compound: 6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",,,KEGG,C16481,KEGG:C16481,false,true,sm:kegg:c16481,"6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",molecule.C16481,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16482,small_molecule,"2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate","2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",low,absent|low|medium|high,"KEGG compound: 2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",,,KEGG,C16482,KEGG:C16482,false,true,sm:kegg:c16482,"2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate",molecule.C16482,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16483,small_molecule,"4-Fluorocyclohexadiene-cis,cis-1,2-diol","4-Fluorocyclohexadiene-cis,cis-1,2-diol",low,absent|low|medium|high,"KEGG compound: 4-Fluorocyclohexadiene-cis,cis-1,2-diol",,,KEGG,C16483,KEGG:C16483,false,true,sm:kegg:c16483,"4-Fluorocyclohexadiene-cis,cis-1,2-diol",molecule.C16483,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16484,small_molecule,"1-Fluorocyclohexadiene-cis,cis-1,2-diol","1-Fluorocyclohexadiene-cis,cis-1,2-diol",low,absent|low|medium|high,"KEGG compound: 1-Fluorocyclohexadiene-cis,cis-1,2-diol",,,KEGG,C16484,KEGG:C16484,false,true,sm:kegg:c16484,"1-Fluorocyclohexadiene-cis,cis-1,2-diol",molecule.C16484,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16488,small_molecule,Fructoselysine,Fructoselysine; N6-(D-Fructosyl)-L-lysine,low,absent|low|medium|high,KEGG compound: Fructoselysine; N6-(D-Fructosyl)-L-lysine,,,KEGG,C16488,KEGG:C16488,false,true,sm:kegg:c16488,Fructoselysine,molecule.C16488,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16513,small_molecule,"(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoic acid","(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoic acid; (7Z,10Z,13Z,16Z,19Z)-Docosa-7,10,13,16,19-pentaenoic acid; Docosapentaenoic acid; 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",low,absent|low|medium|high,"KEGG compound: (7Z,10Z,13Z,16Z,19Z)-Docosapentaenoic acid; (7Z,10Z,13Z,16Z,19Z)-Docosa-7,10,13,16,19-pentaenoic acid; Docosapentaenoic acid; 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",,,KEGG,C16513,KEGG:C16513,false,true,sm:kegg:c16513,"(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoic acid",molecule.C16513,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16516,small_molecule,Indolylmethylthiohydroximate,Indolylmethylthiohydroximate; (E)-2-(1H-Indol-3-yl)-1-thioacetohydroximate,low,absent|low|medium|high,KEGG compound: Indolylmethylthiohydroximate; (E)-2-(1H-Indol-3-yl)-1-thioacetohydroximate,,,KEGG,C16516,KEGG:C16516,false,true,sm:kegg:c16516,Indolylmethylthiohydroximate,molecule.C16516,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16517,small_molecule,Indolylmethyl-desulfoglucosinolate,Indolylmethyl-desulfoglucosinolate; Desulfoglucobrassicin,low,absent|low|medium|high,KEGG compound: Indolylmethyl-desulfoglucosinolate; Desulfoglucobrassicin,,,KEGG,C16517,KEGG:C16517,false,true,sm:kegg:c16517,Indolylmethyl-desulfoglucosinolate,molecule.C16517,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16518,small_molecule,S-(Indolylmethylthiohydroximoyl)-L-cysteine,S-(Indolylmethylthiohydroximoyl)-L-cysteine,low,absent|low|medium|high,KEGG compound: S-(Indolylmethylthiohydroximoyl)-L-cysteine,,,KEGG,C16518,KEGG:C16518,false,true,sm:kegg:c16518,S-(Indolylmethylthiohydroximoyl)-L-cysteine,molecule.C16518,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16521,small_molecule,Isoprene,"Isoprene; 2-Methyl-1,3-butadiene",low,absent|low|medium|high,"KEGG compound: Isoprene; 2-Methyl-1,3-butadiene",,,KEGG,C16521,KEGG:C16521,false,true,sm:kegg:c16521,Isoprene,molecule.C16521,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16522,small_molecule,Icosatrienoic acid,"Icosatrienoic acid; Eicosatrienoic acid; ETA; 11,14,17-Icosatrienoic acid; (11Z,14Z,17Z)-Icosa-11,14,17-trienoic acid; 11,14,17-Eicosatrienoic acid; (11Z,14Z,17Z)-Eicosa-11,14,17-trienoic acid",low,absent|low|medium|high,"KEGG compound: Icosatrienoic acid; Eicosatrienoic acid; ETA; 11,14,17-Icosatrienoic acid; (11Z,14Z,17Z)-Icosa-11,14,17-trienoic acid; 11,14,17-Eicosatrienoic acid; (11Z,14Z,17Z)-Eicosa-11,14,17-trienoic acid",,,KEGG,C16522,KEGG:C16522,false,true,sm:kegg:c16522,Icosatrienoic acid,molecule.C16522,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16525,small_molecule,Icosadienoic acid,"Icosadienoic acid; Eicosadienoic acid; 11,14-Icosadienoic acid; (11Z,14Z)-Icosa-11,14-dienoic acid; 11,14-Eicosadienoic acid; (11Z,14Z)-Eicosa-11,14-dienoic acid",low,absent|low|medium|high,"KEGG compound: Icosadienoic acid; Eicosadienoic acid; 11,14-Icosadienoic acid; (11Z,14Z)-Icosa-11,14-dienoic acid; 11,14-Eicosadienoic acid; (11Z,14Z)-Eicosa-11,14-dienoic acid",,,KEGG,C16525,KEGG:C16525,false,true,sm:kegg:c16525,Icosadienoic acid,molecule.C16525,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16526,small_molecule,Icosenoic acid,Icosenoic acid; Eicosenoic acid; 11-Icosenoic acid; 11-Eicosenoic acid; (11Z)-Icosenoic acid; (11Z)-Eicosenoic acid; (Z)-Icosa-11-enoic acid,low,absent|low|medium|high,KEGG compound: Icosenoic acid; Eicosenoic acid; 11-Icosenoic acid; 11-Eicosenoic acid; (11Z)-Icosenoic acid; (11Z)-Eicosenoic acid; (Z)-Icosa-11-enoic acid,,,KEGG,C16526,KEGG:C16526,false,true,sm:kegg:c16526,Icosenoic acid,molecule.C16526,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16527,small_molecule,Adrenic acid,"Adrenic acid; 7,10,13,16-Docosatetraenoic acid; (7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoic acid; 7Z,10Z,13Z,16Z-Docosatetraenoic acid",low,absent|low|medium|high,"KEGG compound: Adrenic acid; 7,10,13,16-Docosatetraenoic acid; (7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoic acid; 7Z,10Z,13Z,16Z-Docosatetraenoic acid",,,KEGG,C16527,KEGG:C16527,false,true,sm:kegg:c16527,Adrenic acid,molecule.C16527,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16533,small_molecule,"(13Z,16Z)-Docosadienoic acid","(13Z,16Z)-Docosadienoic acid; (13Z,16Z)-Docosa-13,16-dienoic acid; 13Z,16Z-Docosadienoic acid",low,absent|low|medium|high,"KEGG compound: (13Z,16Z)-Docosadienoic acid; (13Z,16Z)-Docosa-13,16-dienoic acid; 13Z,16Z-Docosadienoic acid",,,KEGG,C16533,KEGG:C16533,false,true,sm:kegg:c16533,"(13Z,16Z)-Docosadienoic acid",molecule.C16533,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16540,small_molecule,7(1)-Hydroxychlorophyllide a,7(1)-Hydroxychlorophyllide a,low,absent|low|medium|high,KEGG compound: 7(1)-Hydroxychlorophyllide a,,,KEGG,C16540,KEGG:C16540,false,true,sm:kegg:c16540,7(1)-Hydroxychlorophyllide a,molecule.C16540,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16541,small_molecule,Chlorophyllide b,Chlorophyllide b,low,absent|low|medium|high,KEGG compound: Chlorophyllide b,,,KEGG,C16541,KEGG:C16541,false,true,sm:kegg:c16541,Chlorophyllide b,molecule.C16541,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16562,small_molecule,Glutathionylspermine,Glutathionylspermine,low,absent|low|medium|high,KEGG compound: Glutathionylspermine,,,KEGG,C16562,KEGG:C16562,false,true,sm:kegg:c16562,Glutathionylspermine,molecule.C16562,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16563,small_molecule,Bis(glutathionyl)spermine,"Bis(glutathionyl)spermine; N1,N12-Bis(glutathionyl)spermine",low,absent|low|medium|high,"KEGG compound: Bis(glutathionyl)spermine; N1,N12-Bis(glutathionyl)spermine",,,KEGG,C16563,KEGG:C16563,false,true,sm:kegg:c16563,Bis(glutathionyl)spermine,molecule.C16563,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16565,small_molecule,Aminopropylcadaverine,Aminopropylcadaverine,low,absent|low|medium|high,KEGG compound: Aminopropylcadaverine,,,KEGG,C16565,KEGG:C16565,false,true,sm:kegg:c16565,Aminopropylcadaverine,molecule.C16565,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16566,small_molecule,Glutathionylaminopropylcadaverine,Glutathionylaminopropylcadaverine,low,absent|low|medium|high,KEGG compound: Glutathionylaminopropylcadaverine,,,KEGG,C16566,KEGG:C16566,false,true,sm:kegg:c16566,Glutathionylaminopropylcadaverine,molecule.C16566,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16568,small_molecule,Homotrypanothione disulfide,Homotrypanothione disulfide,low,absent|low|medium|high,KEGG compound: Homotrypanothione disulfide,,,KEGG,C16568,KEGG:C16568,false,true,sm:kegg:c16568,Homotrypanothione disulfide,molecule.C16568,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16583,small_molecule,(R)-(Homo)2-citrate,"(R)-(Homo)2-citrate; (R)-2-Hydroxy-1,2,5-pentanetricarboxylate; (R)-2-Hydroxy-1,2,5-pentanetricarboxylic acid",low,absent|low|medium|high,"KEGG compound: (R)-(Homo)2-citrate; (R)-2-Hydroxy-1,2,5-pentanetricarboxylate; (R)-2-Hydroxy-1,2,5-pentanetricarboxylic acid",,,KEGG,C16583,KEGG:C16583,false,true,sm:kegg:c16583,(R)-(Homo)2-citrate,molecule.C16583,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16589,small_molecule,2-Oxosuberate,2-Oxosuberate; 2-Oxooctanedionic acid; alpha-Ketosuberate,low,absent|low|medium|high,KEGG compound: 2-Oxosuberate; 2-Oxooctanedionic acid; alpha-Ketosuberate,,,KEGG,C16589,KEGG:C16589,false,true,sm:kegg:c16589,2-Oxosuberate,molecule.C16589,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16593,small_molecule,7-Mercaptoheptanoic acid,7-Mercaptoheptanoic acid,low,absent|low|medium|high,KEGG compound: 7-Mercaptoheptanoic acid,,,KEGG,C16593,KEGG:C16593,false,true,sm:kegg:c16593,7-Mercaptoheptanoic acid,molecule.C16593,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16597,small_molecule,(-)-threo-Iso(homo)2-citrate,"(-)-threo-Iso(homo)2-citrate; (-)-threo-1-Hydroxy-1,2,5-pentanetricarboxylic acid; 1-Hydroxypentane-1,2,5-tricarboxylate; threo-(Homo)2-isocitrate",low,absent|low|medium|high,"KEGG compound: (-)-threo-Iso(homo)2-citrate; (-)-threo-1-Hydroxy-1,2,5-pentanetricarboxylic acid; 1-Hydroxypentane-1,2,5-tricarboxylate; threo-(Homo)2-isocitrate",,,KEGG,C16597,KEGG:C16597,false,true,sm:kegg:c16597,(-)-threo-Iso(homo)2-citrate,molecule.C16597,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16598,small_molecule,(R)-(Homo)3-citrate,"(R)-(Homo)3-citrate; (R)-2-Hydroxy-1,2,6-hexanetricarboxylate; (R)-2-Hydroxy-1,2,6-hexanetricarboxylic acid",low,absent|low|medium|high,"KEGG compound: (R)-(Homo)3-citrate; (R)-2-Hydroxy-1,2,6-hexanetricarboxylate; (R)-2-Hydroxy-1,2,6-hexanetricarboxylic acid",,,KEGG,C16598,KEGG:C16598,false,true,sm:kegg:c16598,(R)-(Homo)3-citrate,molecule.C16598,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16600,small_molecule,(-)-threo-Iso(homo)3-citrate,"(-)-threo-Iso(homo)3-citrate; (-)-threo-1-Hydroxy-1,2,6-hexanetricarboxylic acid; 1-Hydroxyhexane-1,2,6-tricarboxylate; threo-(Homo)3-isocitrate",low,absent|low|medium|high,"KEGG compound: (-)-threo-Iso(homo)3-citrate; (-)-threo-1-Hydroxy-1,2,6-hexanetricarboxylic acid; 1-Hydroxyhexane-1,2,6-tricarboxylate; threo-(Homo)3-isocitrate",,,KEGG,C16600,KEGG:C16600,false,true,sm:kegg:c16600,(-)-threo-Iso(homo)3-citrate,molecule.C16600,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16640,small_molecule,CAI-1,CAI-1; Cholerae autoinducer-1,low,absent|low|medium|high,KEGG compound: CAI-1; Cholerae autoinducer-1,,,KEGG,C16640,KEGG:C16640,false,true,sm:kegg:c16640,CAI-1,molecule.C16640,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16665,small_molecule,12-Methyltetradecanoic acid,12-Methyltetradecanoic acid,low,absent|low|medium|high,KEGG compound: 12-Methyltetradecanoic acid,,,KEGG,C16665,KEGG:C16665,false,true,sm:kegg:c16665,12-Methyltetradecanoic acid,molecule.C16665,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16673,small_molecule,Isoglutamine,"Isoglutamine; 4,5-Diamino-5-oxopentanoic acid; DL-Isoglutamine",low,absent|low|medium|high,"KEGG compound: Isoglutamine; 4,5-Diamino-5-oxopentanoic acid; DL-Isoglutamine",,,KEGG,C16673,KEGG:C16673,false,true,sm:kegg:c16673,Isoglutamine,molecule.C16673,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16674,small_molecule,Formylisoglutamine,Formylisoglutamine; DL-Formylisoglutamine,low,absent|low|medium|high,KEGG compound: Formylisoglutamine; DL-Formylisoglutamine,,,KEGG,C16674,KEGG:C16674,false,true,sm:kegg:c16674,Formylisoglutamine,molecule.C16674,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16692,small_molecule,Mannopine,Mannopine,low,absent|low|medium|high,KEGG compound: Mannopine,,,KEGG,C16692,KEGG:C16692,false,true,sm:kegg:c16692,Mannopine,molecule.C16692,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16842,small_molecule,SQ 26180,SQ 26180,low,absent|low|medium|high,KEGG compound: SQ 26180,,,KEGG,C16842,KEGG:C16842,false,true,sm:kegg:c16842,SQ 26180,molecule.C16842,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C16999,small_molecule,Futalosine,Futalosine,low,absent|low|medium|high,KEGG compound: Futalosine,,,KEGG,C16999,KEGG:C16999,false,true,sm:kegg:c16999,Futalosine,molecule.C16999,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17055,small_molecule,Picrocrocin,Picrocrocin,low,absent|low|medium|high,KEGG compound: Picrocrocin,,,KEGG,C17055,KEGG:C17055,false,true,sm:kegg:c17055,Picrocrocin,molecule.C17055,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17062,small_molecule,Safranal,Safranal,low,absent|low|medium|high,KEGG compound: Safranal,,,KEGG,C17062,KEGG:C17062,false,true,sm:kegg:c17062,Safranal,molecule.C17062,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17148,small_molecule,Oleanolic acid,Oleanolic acid; 3beta-Hydroxyolean-12-en-28-oic acid; Astrantiagenin C; Caryophyllin; Oleanolate,low,absent|low|medium|high,KEGG compound: Oleanolic acid; 3beta-Hydroxyolean-12-en-28-oic acid; Astrantiagenin C; Caryophyllin; Oleanolate,,,KEGG,C17148,KEGG:C17148,false,true,sm:kegg:c17148,Oleanolic acid,molecule.C17148,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17203,small_molecule,N-Hydroxyl-tryptamine,N-Hydroxyl-tryptamine,low,absent|low|medium|high,KEGG compound: N-Hydroxyl-tryptamine,,,KEGG,C17203,KEGG:C17203,false,true,sm:kegg:c17203,N-Hydroxyl-tryptamine,molecule.C17203,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17235,small_molecule,L-Homophenylalanine,L-Homophenylalanine,low,absent|low|medium|high,KEGG compound: L-Homophenylalanine,,,KEGG,C17235,KEGG:C17235,false,true,sm:kegg:c17235,L-Homophenylalanine,molecule.C17235,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17327,small_molecule,CDP-ascarylose,CDP-ascarylose,low,absent|low|medium|high,KEGG compound: CDP-ascarylose,,,KEGG,C17327,KEGG:C17327,false,true,sm:kegg:c17327,CDP-ascarylose,molecule.C17327,,,,,,Included because it appears in at least one E. coli KEGG pathway.
molecule.C17351,small_molecule,Nocardicin C,Nocardicin C,low,absent|low|medium|high,KEGG compound: Nocardicin C,,,KEGG,C17351,KEGG:C17351,false,true,sm:kegg:c17351,Nocardicin C,molecule.C17351,,,,,,Included because it appears in at least one E. coli KEGG pathway.
